"PERIODE";"IAS_brut";"IAS_lissé";"Incidence_Sentinelles"
2011-07-23;0,7;0,8;0,6
2011-07-24;7,5;0,8;0,6
2011-07-25;1,1;0,7;0,9
2011-07-26;0,7;0,7;0,9
2011-07-27;0,4;0,7;0,9
2011-07-28;0,9;0,6;0,9
2011-07-29;0,5;0,6;0,9
2011-07-30;0,7;0,6;0,9
2011-07-31;2,7;0,5;0,9
2011-08-01;0,4;0,5;0,6
2011-08-02;0,3;0,5;0,6
2011-08-03;0,5;0,5;0,6
2011-08-04;0,7;0,5;0,6
2011-08-05;0,6;0,5;0,6
2011-08-06;0,5;0,6;0,6
2011-08-07;0,1;0,6;0,6
2011-08-08;0,6;0,7;0,6
2011-08-09;0,9;0,7;0,6
2011-08-10;0,8;0,8;0,6
2011-08-11;0,9;0,8;0,6
2011-08-12;0,4;0,7;0,6
2011-08-13;1,7;0,7;0,6
2011-08-14;8,8;0,6;0,6
2011-08-15;78,6;0,5;0,6
2011-08-16;0,3;0,5;0,6
2011-08-17;0,1;0,4;0,6
2011-08-18;0,5;0,4;0,6
2011-08-19;0,6;0,4;0,6
2011-08-20;0,2;0,5;0,6
2011-08-21;0,1;0,5;0,6
2011-08-22;0,8;0,5;0,7
2011-08-23;0,3;0,6;0,7
2011-08-24;1,2;0,6;0,7
2011-08-25;1,4;0,6;0,7
2011-08-26;0,3;0,6;0,7
2011-08-27;0,2;0,6;0,7
2011-08-28;1,2;0,6;0,7
2011-08-29;0,6;0,6;1
2011-08-30;0,5;0,7;1
2011-08-31;0,8;0,7;1
2011-09-01;0,9;0,7;1
2011-09-02;1,2;0,8;1
2011-09-03;0,5;0,8;1
2011-09-04;2;0,9;1
2011-09-05;0,6;0,9;1
2011-09-06;1;0,9;1
2011-09-07;1,2;1;1
2011-09-08;1;1,1;1
2011-09-09;1,1;1,2;1
2011-09-10;1,1;1,3;1
2011-09-11;18,3;1,4;1
2011-09-12;1,1;1,6;1,9
2011-09-13;2,3;1,7;1,9
2011-09-14;2,4;1,8;1,9
2011-09-15;2,6;1,9;1,9
2011-09-16;1,1;2;1,9
2011-09-17;1,4;2,1;1,9
2011-09-18;41,8;2,3;1,9
2011-09-19;3,1;2,4;3,1
2011-09-20;3,2;2,6;3,1
2011-09-21;2,7;2,8;3,1
2011-09-22;2,6;3,1;3,1
2011-09-23;2,1;3,3;3,1
2011-09-24;4,1;3,5;3,1
2011-09-25;637;3,6;3,1
2011-09-26;4,9;3,7;3,9
2011-09-27;5,7;3,7;3,9
2011-09-28;2,3;3,6;3,9
2011-09-29;4,3;3,5;3,9
2011-09-30;1,9;3,3;3,9
2011-10-01;4;3,1;3,9
2011-10-02;24,9;2,9;3,9
2011-10-03;3;2,8;3,1
2011-10-04;2,6;2,7;3,1
2011-10-05;2,4;2,7;3,1
2011-10-06;3,7;2,8;3,1
2011-10-07;1;2,9;3,1
2011-10-08;4;3,1;3,1
2011-10-09;96,5;3,2;3,1
2011-10-10;5,5;3,3;1,7
2011-10-11;4;3,4;1,7
2011-10-12;2,6;3,5;1,7
2011-10-13;4,4;3,6;1,7
2011-10-14;2,4;3,6;1,7
2011-10-15;1,5;3,6;1,7
2011-10-16;1,2;3,7;1,7
2011-10-17;8;3,7;3,9
2011-10-18;4,5;3,7;3,9
2011-10-19;2,6;3,7;3,9
2011-10-20;5,5;3,6;3,9
2011-10-21;2,1;3,5;3,9
2011-10-22;2;3,4;3,9
2011-10-23;0,9;3,3;3,9
2011-10-24;5,1;3,2;4,9
2011-10-25;3,1;3,2;4,9
2011-10-26;2,2;3,1;4,9
2011-10-27;5,9;3,1;4,9
2011-10-28;3,2;3;4,9
2011-10-29;1,2;2,9;4,9
2011-10-30;16,6;2,8;4,9
2011-10-31;1,8;2,7;3,1
2011-11-01;15,1;2,7;3,1
2011-11-02;2,9;2,7;3,1
2011-11-03;4,1;2,7;3,1
2011-11-04;2,4;2,7;3,1
2011-11-05;2,6;2,6;3,1
2011-11-06;0;2,6;3,1
2011-11-07;2,9;2,6;4,1
2011-11-08;2;2,6;4,1
2011-11-09;1,6;2,6;4,1
2011-11-10;3,6;2,8;4,1
2011-11-11;26,1;3,1;4,1
2011-11-12;3;3,4;4,1
2011-11-13;35,5;3,7;4,1
2011-11-14;3,7;4;5
2011-11-15;4,9;4,2;5
2011-11-16;3,9;4,3;5
2011-11-17;5,9;4,5;5
2011-11-18;3,3;4,7;5
2011-11-19;4,8;4,9;5
2011-11-20;4;5,2;5
2011-11-21;5,3;5,4;4
2011-11-22;6,3;5,6;4
2011-11-23;6;5,9;4
2011-11-24;10,6;6,2;4
2011-11-25;2,7;6,5;4
2011-11-26;5,8;6,7;4
2011-11-27;94,8;6,9;4
2011-11-28;13;7,1;7,3
2011-11-29;6,6;7,3;7,3
2011-11-30;5,8;7,5;7,3
2011-12-01;7,9;7,7;7,3
2011-12-02;6,7;7,8;7,3
2011-12-03;8,9;7,8;7,3
2011-12-04;8,4;7,9;7,3
2011-12-05;9,8;8;6,1
2011-12-06;7,8;8,2;6,1
2011-12-07;6,2;8,5;6,1
2011-12-08;9,3;8,9;6,1
2011-12-09;9,1;9,2;6,1
2011-12-10;5,5;9,4;6,1
2011-12-11;1369,6;9,5;6,1
2011-12-12;18;9,4;5,4
2011-12-13;10,8;9,2;5,4
2011-12-14;7,3;8,9;5,4
2011-12-15;6,6;8,6;5,4
2011-12-16;5,5;8,3;5,4
2011-12-17;5,4;8;5,4
2011-12-18;472,9;7,8;5,4
2011-12-19;10,7;7,7;5,9
2011-12-20;7,7;7,8;5,9
2011-12-21;8,3;7,8;5,9
2011-12-22;9,7;8;5,9
2011-12-23;4,1;8,2;5,9
2011-12-24;7,2;8,5;5,9
2011-12-25;34,5;9;5,9
2011-12-26;9,7;9,7;8,3
2011-12-27;11,4;10,3;8,3
2011-12-28;13,4;11;8,3
2011-12-29;15,1;11,5;8,3
2011-12-30;11,3;11,6;8,3
2011-12-31;4,6;11,3;8,3
2012-01-01;740,3;11;8,3
2012-01-02;16;10,7;10,1
2012-01-03;11,1;10,5;10,1
2012-01-04;6,2;10,5;10,1
2012-01-05;12,4;10,5;10,1
2012-01-06;8,3;10,5;10,1
2012-01-07;11,6;10,4;10,1
2012-01-08;12,4;10,1;10,1
2012-01-09;19;9,8;9,1
2012-01-10;8,3;9,5;9,1
2012-01-11;6,3;9,2;9,1
2012-01-12;10,3;9;9,1
2012-01-13;6,6;9,1;9,1
2012-01-14;4,1;9,4;9,1
2012-01-15;726;9,9;9,1
2012-01-16;14,6;10,6;11,1
2012-01-17;8,3;11,4;11,1
2012-01-18;18,5;12,1;11,1
2012-01-19;12,2;12,8;11,1
2012-01-20;14,7;13,3;11,1
2012-01-21;8;13,7;11,1
2012-01-22;42,5;13,7;11,1
2012-01-23;22,7;13,7;15,3
2012-01-24;7,7;13,6;15,3
2012-01-25;25,2;13,7;15,3
2012-01-26;14;14,1;15,3
2012-01-27;8,3;14,8;15,3
2012-01-28;7,7;15,6;15,3
2012-01-29;252,3;16,5;15,3
2012-01-30;28,1;17,4;23,9
2012-01-31;15,1;18,7;23,9
2012-02-01;31,6;20,6;23,9
2012-02-02;22,3;23,2;23,9
2012-02-03;11,8;26,2;23,9
2012-02-04;16;29,3;23,9
2012-02-05;5104,4;32,4;23,9
2012-02-06;80,8;35,3;39,4
2012-02-07;40,7;38,4;39,4
2012-02-08;46;42,7;39,4
2012-02-09;38,3;48,5;39,4
2012-02-10;29,8;55,5;39,4
2012-02-11;22,5;63,8;39,4
2012-02-12;484,6;73,7;39,4
2012-02-13;185,4;84,7;59,3
2012-02-14;128,8;97,3;59,3
2012-02-15;111,5;112;59,3
2012-02-16;112,5;127,2;59,3
2012-02-17;107,6;141,9;59,3
2012-02-18;42,6;156;59,3
2012-02-19;36523,8;170,1;59,3
2012-02-20;469,4;184,3;64,6
2012-02-21;166,6;198,3;64,6
2012-02-22;196,9;210,2;64,6
2012-02-23;292,1;216,6;64,6
2012-02-24;155,6;215,1;64,6
2012-02-25;113,8;205,3;64,6
2012-02-26;518,8;190,5;64,6
2012-02-27;418,3;175,8;50,7
2012-02-28;157,8;163,8;50,7
2012-02-29;164,8;153,4;50,7
2012-03-01;103,5;144,1;50,7
2012-03-02;89,7;134,8;50,7
2012-03-03;43,5;124,1;50,7
2012-03-04;2912,9;112,5;50,7
2012-03-05;325,4;102,7;39,3
2012-03-06;81,9;95,7;39,3
2012-03-07;84,2;89,7;39,3
2012-03-08;81,2;83,1;39,3
2012-03-09;40,3;74,9;39,3
2012-03-10;37,3;65,9;39,3
2012-03-11;620,8;57,3;39,3
2012-03-12;126,5;50,5;29
2012-03-13;50,7;45,9;29
2012-03-14;24,1;42,1;29
2012-03-15;29;38,7;29
2012-03-16;38,9;35,5;29
2012-03-17;11,3;32,5;29
2012-03-18;112,2;29,8;29
2012-03-19;64,8;27,8;19
2012-03-20;16,8;26,3;19
2012-03-21;22,8;24,2;19
2012-03-22;40;21,1;19
2012-03-23;17,5;17,6;19
2012-03-24;6,5;14,1;19
2012-03-25;301,8;11,1;19
2012-03-26;16,3;8,9;14,1
2012-03-27;2,3;7,5;14,1
2012-03-28;5,1;6,5;14,1
2012-03-29;3,7;6;14,1
2012-03-30;10,4;5,6;14,1
2012-03-31;5,1;5,4;14,1
2012-04-01;2,5;5,2;14,1
2012-04-02;6,9;5;8,3
2012-04-03;3,5;4,8;8,3
2012-04-04;3,2;4,6;8,3
2012-04-05;5,8;4,4;8,3
2012-04-06;4;4,4;8,3
2012-04-07;3,1;4,4;8,3
2012-04-08;6;4,3;8,3
2012-04-09;192,6;4,3;4,6
2012-04-10;4,4;4,2;4,6
2012-04-11;5,8;4,2;4,6
2012-04-12;3,6;4,1;4,6
2012-04-13;2,7;4;4,6
2012-04-14;3,5;3,8;4,6
2012-04-15;17,9;3,6;4,6
2012-04-16;5,6;3,3;2,6
2012-04-17;4,4;3,2;2,6
2012-04-18;1,9;3;2,6
2012-04-19;1,9;2,9;2,6
2012-04-20;2,2;2,8;2,6
2012-04-21;3,1;2,7;2,6
2012-04-22;30,5;2,6;2,6
2012-04-23;3,8;2,5;1,6
2012-04-24;2,7;2,4;1,6
2012-04-25;1,7;2,3;1,6
2012-04-26;2,6;2,2;1,6
2012-04-27;1,5;2,1;1,6
2012-04-28;1,5;1,9;1,6
2012-04-29;182,4;1,8;1,6
2012-04-30;2;1,7;0,6
2012-05-01;3,1;1,7;0,6
2012-05-02;1,4;1,7;0,6
2012-05-03;1,1;1,7;0,6
2012-05-04;2,4;1,7;0,6
2012-05-05;0,9;1,7;0,6
2012-05-06;80,7;1,7;0,6
2012-05-07;2,5;1,7;0,7
2012-05-08;88,4;1,6;0,7
2012-05-09;1,5;1,6;0,7
2012-05-10;1,5;1,5;0,7
2012-05-11;0,9;1,4;0,7
2012-05-12;0,8;1,4;0,7
2012-05-13;12,9;1,3;0,7
2012-05-14;2;1,3;0,6
2012-05-15;1,5;1,3;0,6
2012-05-16;1,4;1,2;0,6
2012-05-17;14,7;1,2;0,6
2012-05-18;0,6;1,2;0,6
2012-05-19;0,6;1,3;0,6
2012-05-20;75,3;1,3;0,6
2012-05-21;2,1;1,3;0,9
2012-05-22;1,3;1,3;0,9
2012-05-23;1,7;1,4;0,9
2012-05-24;1,2;1,3;0,9
2012-05-25;1,7;1,2;0,9
2012-05-26;0,7;1,1;0,9
2012-05-27;11,5;1;0,9
2012-05-28;0;0,9;1,3
2012-05-29;0,7;0,9;1,3
2012-05-30;0,7;0,8;1,3
2012-05-31;0,7;0,9;1,3
2012-06-01;1,5;0,9;1,3
2012-06-02;0,8;1;1,3
2012-06-03;21,6;1;1,3
2012-06-04;0,8;1,1;0,6
2012-06-05;1,1;1,2;0,6
2012-06-06;1,4;1,3;0,6
2012-06-07;1,6;1,4;0,6
2012-06-08;1,8;1,5;0,6
2012-06-09;1,8;1,6;0,6
2012-06-10;0;1,6;0,6
2012-06-11;1,7;1,6;1,3
2012-06-12;1,9;1,6;1,3
2012-06-13;1,7;1,6;1,3
2012-06-14;1,4;1,6;1,3
2012-06-15;1,2;1,6;1,3
2012-06-16;2;1,6;1,3
2012-06-17;3,2;1,5;1,3
2012-06-18;1,5;1,5;0,6
2012-06-19;1,5;1,4;0,6
2012-06-20;1,8;1,4;0,6
2012-06-21;1,6;1,4;0,6
2012-06-22;0,6;1,3;0,6
2012-06-23;1,4;1,3;0,6
2012-06-24;296,5;1,3;0,6
2012-06-25;1,5;1,2;1,1
2012-06-26;1,2;1,2;1,1
2012-06-27;0,7;1,2;1,1
2012-06-28;1,5;1,2;1,1
2012-06-29;1,2;1,2;1,1
2012-06-30;1,1;1,2;1,1
2012-07-01;0,3;1,2;1,1
2012-07-02;1,8;1,2;1
2012-07-03;0,9;1,2;1
2012-07-04;1,6;1,2;1
2012-07-05;1;1,2;1
2012-07-06;1,2;1,1;1
2012-07-07;0,6;1,1;1
2012-07-08;28,9;1,1;1
2012-07-09;1,3;1,1;1
2012-07-10;1,1;1;1
2012-07-11;1,3;1;1
2012-07-12;0,8;1;1
2012-07-13;0,5;1,1;1
2012-07-14;26,4;1,1;1
2012-07-15;11,5;1,2;1
2012-07-16;0,9;1,2;1,4
2012-07-17;1,3;1,3;1,4
2012-07-18;3;1,2;1,4
2012-07-19;1,6;1,2;1,4
2012-07-20;0,7;1;1,4
2012-07-21;0,6;0,9;1,4
2012-07-22;2,8;0,8;1,4
2012-07-23;0,5;0,7;0,4
2012-07-24;0,6;0,7;0,4
2012-07-25;0,8;0,6;0,4
2012-07-26;0,8;0,7;0,4
2012-07-27;0,6;0,7;0,4
2012-07-28;0,3;0,7;0,4
2012-07-29;9,9;0,7;0,4
2012-07-30;1;0,7;0,6
2012-07-31;0,9;0,7;0,6
2012-08-01;0,4;0,6;0,6
2012-08-02;0,6;0,6;0,6
2012-08-03;0,6;0,6;0,6
2012-08-04;0,6;0,6;0,6
2012-08-05;14,5;0,5;0,6
2012-08-06;0,8;0,5;1,4
2012-08-07;0,4;0,5;1,4
2012-08-08;0,2;0,4;1,4
2012-08-09;0,5;0,4;1,4
2012-08-10;0,5;0,4;1,4
2012-08-11;0,2;0,3;1,4
2012-08-12;0,4;0,3;1,4
2012-08-13;0,3;0,3;1,4
2012-08-14;0,3;0,3;1,4
2012-08-15;0,1;0,3;1,4
2012-08-16;0,2;0,3;1,4
2012-08-17;0,4;0,4;1,4
2012-08-18;0,3;0,4;1,4
2012-08-19;24;0,5;1,4
2012-08-20;1,2;0,5;0,9
2012-08-21;0,6;0,5;0,9
2012-08-22;0,3;0,6;0,9
2012-08-23;0,6;0,6;0,9
2012-08-24;0,6;0,6;0,9
2012-08-25;0,6;0,6;0,9
2012-08-26;60,9;0,6;0,9
2012-08-27;0,6;0,6;1,9
2012-08-28;0,5;0,6;1,9
2012-08-29;0,9;0,6;1,9
2012-08-30;0,5;0,7;1,9
2012-08-31;0,8;0,7;1,9
2012-09-01;0,3;0,7;1,9
2012-09-02;4,7;0,7;1,9
2012-09-03;1;0,8;1,4
2012-09-04;1;0,8;1,4
2012-09-05;0,9;0,9;1,4
2012-09-06;0,6;1;1,4
2012-09-07;1;1;1,4
2012-09-08;1,5;1,1;1,4
2012-09-09;4,8;1,1;1,4
2012-09-10;1,5;1,2;1,7
2012-09-11;1,2;1,3;1,7
2012-09-12;1,3;1,3;1,7
2012-09-13;0,8;1,4;1,7
2012-09-14;1,6;1,5;1,7
2012-09-15;2,2;1,6;1,7
2012-09-16;78,2;1,8;1,7
2012-09-17;1,1;2;3,3
2012-09-18;2,5;2,2;3,3
2012-09-19;3,1;2,4;3,3
2012-09-20;2,4;2,6;3,3
2012-09-21;2,2;2,9;3,3
2012-09-22;4,7;3,1;3,3
2012-09-23;4,2;3,3;3,3
2012-09-24;3,2;3,5;4,6
2012-09-25;4,6;3,6;4,6
2012-09-26;3,8;3,8;4,6
2012-09-27;4,2;3,9;4,6
2012-09-28;3,1;3,9;4,6
2012-09-29;2,8;3,9;4,6
2012-09-30;84,7;3,9;4,6
2012-10-01;6,2;3,9;4
2012-10-02;4,3;3,9;4
2012-10-03;3;3,8;4
2012-10-04;3,8;3,8;4
2012-10-05;3,3;3,7;4
2012-10-06;3,1;3,6;4
2012-10-07;0,3;3,6;4
2012-10-08;3,9;3,5;4,1
2012-10-09;4,9;3,5;4,1
2012-10-10;1,9;3,6;4,1
2012-10-11;6;3,7;4,1
2012-10-12;2,3;4;4,1
2012-10-13;3,2;4,1;4,1
2012-10-14;3,3;4,2;4,1
2012-10-15;6,4;4,2;3
2012-10-16;6,1;4,2;3
2012-10-17;6,9;4,1;3
2012-10-18;2,9;3,9;3
2012-10-19;2;3,7;3
2012-10-20;1,8;3,4;3
2012-10-21;14,3;3,2;3
2012-10-22;4,4;3;4
2012-10-23;3;2,9;4
2012-10-24;4,1;2,9;4
2012-10-25;1,9;3;4
2012-10-26;1,9;3,1;4
2012-10-27;4,1;3,2;4
2012-10-28;107;3,3;4
2012-10-29;2,9;3,4;3
2012-10-30;4,5;3,5;3
2012-10-31;4,9;3,6;3
2012-11-01;12,5;3,5;3
2012-11-02;3,1;3,3;3
2012-11-03;1,8;3,1;3
2012-11-04;23,6;2,9;3
2012-11-05;3,7;2,7;4,3
2012-11-06;2,2;2,6;4,3
2012-11-07;1,9;2,7;4,3
2012-11-08;2,6;2,8;4,3
2012-11-09;1,9;2,9;4,3
2012-11-10;4,6;3;4,3
2012-11-11;154,1;3,1;4,3
2012-11-12;3,9;3,1;6
2012-11-13;3,8;3,2;6
2012-11-14;2,4;3,2;6
2012-11-15;4,5;3,1;6
2012-11-16;1,8;3,2;6
2012-11-17;2;3,3;6
2012-11-18;347,8;3,4;6
2012-11-19;3,1;3,6;8,9
2012-11-20;4;3,9;8,9
2012-11-21;4,5;4,2;8,9
2012-11-22;7,6;4,5;8,9
2012-11-23;2,9;4,7;8,9
2012-11-24;4,7;4,8;8,9
2012-11-25;56,5;4,8;8,9
2012-11-26;9,2;4,7;9,7
2012-11-27;3,5;4,6;9,7
2012-11-28;3,7;4,6;9,7
2012-11-29;4,3;4,6;9,7
2012-11-30;4,4;4,7;9,7
2012-12-01;2,1;4,9;9,7
2012-12-02;87,8;5,2;9,7
2012-12-03;8,8;5,6;10,7
2012-12-04;5,8;6,1;10,7
2012-12-05;6,2;6,8;10,7
2012-12-06;7,7;7,8;10,7
2012-12-07;5,8;9,1;10,7
2012-12-08;6,1;10,6;10,7
2012-12-09;384,9;12,2;10,7
2012-12-10;19,1;13,9;18
2012-12-11;22,7;15,5;18
2012-12-12;14,7;17,2;18
2012-12-13;22;18,8;18
2012-12-14;15,5;20;18
2012-12-15;9,5;20,9;18
2012-12-16;498,1;21,4;18
2012-12-17;45,7;21,5;25,6
2012-12-18;19,4;21,5;25,6
2012-12-19;28,2;21,3;25,6
2012-12-20;18,6;21,4;25,6
2012-12-21;16,1;22,5;25,6
2012-12-22;6,3;25,3;25,6
2012-12-23;212,9;31,1;25,6
2012-12-24;40,4;40,6;35,9
2012-12-25;144,4;53,9;35,9
2012-12-26;80,9;69,3;35,9
2012-12-27;104,2;85,5;35,9
2012-12-28;113,5;99,8;35,9
2012-12-29;73,5;110;35,9
2012-12-30;10340,3;117,2;35,9
2012-12-31;90,5;122,3;36,6
2013-01-01;11293,2;126,7;36,6
2013-01-02;203,8;131;36,6
2013-01-03;98,3;133,1;36,6
2013-01-04;105,2;131,9;36,6
2013-01-05;100,9;126,6;36,6
2013-01-06;4024,7;118,1;36,6
2013-01-07;216,6;108,7;41,1
2013-01-08;106,9;100,7;41,1
2013-01-09;89,9;95,3;41,1
2013-01-10;67,5;92,3;41,1
2013-01-11;41,5;91,1;41,1
2013-01-12;47,4;91,6;41,1
2013-01-13;1514,8;93;41,1
2013-01-14;196,9;95,7;50,3
2013-01-15;105,7;101,5;50,3
2013-01-16;115,8;112,1;50,3
2013-01-17;113,7;126,6;50,3
2013-01-18;75,2;143,8;50,3
2013-01-19;41,4;163,2;50,3
2013-01-20;4671,3;184,5;50,3
2013-01-21;569,8;206,4;87,6
2013-01-22;285,1;233,3;87,6
2013-01-23;199,1;271,7;87,6
2013-01-24;310,1;323,4;87,6
2013-01-25;169,2;385,2;87,6
2013-01-26;139,5;453,9;87,6
2013-01-27;6003,3;528,1;87,6
2013-01-28;1773,5;603;110
2013-01-29;847,6;679,4;110
2013-01-30;841,7;756,9;110
2013-01-31;616,8;822;110
2013-02-01;593;859,2;110
2013-02-02;276,6;863,1;110
2013-02-03;8107,5;845,1;110
2013-02-04;2637,4;822,4;105,4
2013-02-05;1069,5;808,6;105,4
2013-02-06;603,9;800,5;105,4
2013-02-07;555,1;788,4;105,4
2013-02-08;411,8;768,3;105,4
2013-02-09;269,3;739,2;105,4
2013-02-10;34881;705,6;105,4
2013-02-11;2170,1;683;105,1
2013-02-12;616,8;674,7;105,1
2013-02-13;657,8;665,9;105,1
2013-02-14;597,2;645,6;105,1
2013-02-15;398,8;609,9;105,1
2013-02-16;199,6;561,4;105,1
2013-02-17;71851,8;509,7;105,1
2013-02-18;1038,7;469;78,6
2013-02-19;511,2;443,5;78,6
2013-02-20;354,7;424,7;78,6
2013-02-21;306,3;405,7;78,6
2013-02-22;263,2;380,6;78,6
2013-02-23;149,7;347,7;78,6
2013-02-24;34422,8;311,6;78,6
2013-02-25;886,8;280,8;58,1
2013-02-26;232,2;256,7;58,1
2013-02-27;185,9;233,5;58,1
2013-02-28;163,1;208,6;58,1
2013-03-01;131,1;182,5;58,1
2013-03-02;65,9;155,8;58,1
2013-03-03;2346,6;130,7;58,1
2013-03-04;250;111,6;37
2013-03-05;97,4;98,4;37
2013-03-06;86,4;87,7;37
2013-03-07;69,1;77,6;37
2013-03-08;40,2;67,1;37
2013-03-09;22,2;55,7;37
2013-03-10;2765,8;44,5;37
2013-03-11;109,3;35,7;18,9
2013-03-12;25,8;29,6;18,9
2013-03-13;21,7;25;18,9
2013-03-14;11;21,4;18,9
2013-03-15;11,4;18,4;18,9
2013-03-16;8,9;15,8;18,9
2013-03-17;195,4;13,7;18,9
2013-03-18;29,9;12,4;13,6
2013-03-19;8,8;11,6;13,6
2013-03-20;8,8;10,7;13,6
2013-03-21;10,5;9,8;13,6
2013-03-22;7,8;8,9;13,6
2013-03-23;6,7;8,1;13,6
2013-03-24;32,9;7,4;13,6
2013-03-25;5,8;6,8;9,7
2013-03-26;6,1;6,5;9,7
2013-03-27;7,6;6,3;9,7
2013-03-28;7,1;6;9,7
2013-03-29;4,9;5,8;9,7
2013-03-30;4,3;5,5;9,7
2013-03-31;63,1;5,2;9,7
2013-04-01;78,1;4,8;8,3
2013-04-02;3,8;4,6;8,3
2013-04-03;4,3;4,6;8,3
2013-04-04;4,9;4,8;8,3
2013-04-05;4,5;5;8,3
2013-04-06;3,4;5,2;8,3
2013-04-07;5,6;5,3;8,3
2013-04-08;9,2;5,3;4,3
2013-04-09;5,5;5,2;4,3
2013-04-10;8,4;5;4,3
2013-04-11;4,3;4,7;4,3
2013-04-12;2;4,4;4,3
2013-04-13;3;3,9;4,3
2013-04-14;2,4;3,5;4,3
2013-04-15;5,8;3,1;2,1
2013-04-16;2,5;2,9;2,1
2013-04-17;3,1;2,7;2,1
2013-04-18;1,3;2,6;2,1
2013-04-19;1,9;2,4;2,1
2013-04-20;2,1;2,3;2,1
2013-04-21;27,5;2,2;2,1
2013-04-22;2,8;2,1;1,7
2013-04-23;3;2;1,7
2013-04-24;1,1;2;1,7
2013-04-25;2,3;1,9;1,7
2013-04-26;1,3;1,9;1,7
2013-04-27;1,4;1,9;1,7
2013-04-28;44,3;1,8;1,7
2013-04-29;2;1,8;0,7
2013-04-30;2,9;1,7;0,7
2013-05-01;19,2;1,7;0,7
2013-05-02;1,2;1,6;0,7
2013-05-03;1;1,5;0,7
2013-05-04;1,5;1,4;0,7
2013-05-05;11;1,3;0,7
2013-05-06;1,1;1,2;0,3
2013-05-07;1;1,1;0,3
2013-05-08;29,3;1,1;0,3
2013-05-09;48;1;0,3
2013-05-10;0,8;1;0,3
2013-05-11;0,4;1,1;0,3
2013-05-12;77,7;1,1;0,3
2013-05-13;1;1,1;0,9
2013-05-14;1,1;1,2;0,9
2013-05-15;1,9;1,2;0,9
2013-05-16;1,5;1,2;0,9
2013-05-17;0,8;1,2;0,9
2013-05-18;1,4;1,2;0,9
2013-05-19;7,3;1,2;0,9
2013-05-20;4,8;1,1;1,3
2013-05-21;0,8;1,1;1,3
2013-05-22;0,9;1,2;1,3
2013-05-23;1,1;1,2;1,3
2013-05-24;1,8;1,3;1,3
2013-05-25;1,4;1,4;1,3
2013-05-26;10,8;1,5;1,3
2013-05-27;1,1;1,6;1,6
2013-05-28;1,3;1,7;1,6
2013-05-29;2,1;1,8;1,6
2013-05-30;3,8;1,8;1,6
2013-05-31;2,5;1,8;1,6
2013-06-01;0,4;1,7;1,6
2013-06-02;0,1;1,6;1,6
2013-06-03;1,7;1,5;3,6
2013-06-04;1,7;1,4;3,6
2013-06-05;1,1;1,4;3,6
2013-06-06;1,6;1,4;3,6
2013-06-07;0,8;1,4;3,6
2013-06-08;1,6;1,4;3,6
2013-06-09;1,6;1,4;3,6
2013-06-10;2;1,4;1,6
2013-06-11;1,2;1,4;1,6
2013-06-12;1,8;1,4;1,6
2013-06-13;1,2;1,4;1,6
2013-06-14;0,7;1,4;1,6
2013-06-15;1,8;1,3;1,6
2013-06-16;6,3;1,3;1,6
2013-06-17;2,4;1,2;0,6
2013-06-18;0,7;1,2;0,6
2013-06-19;1;1,1;0,6
2013-06-20;0,7;1,1;0,6
2013-06-21;1,7;1,1;0,6
2013-06-22;0,4;1,1;0,6
2013-06-23;1,8;1,1;0,6
2013-06-24;1,3;1,1;0,7
2013-06-25;1,3;1,1;0,7
2013-06-26;1;1;0,7
2013-06-27;1,2;1;0,7
2013-06-28;1;1;0,7
2013-06-29;0,5;1;0,7
2013-06-30;0,9;1;0,7
2013-07-01;1,1;1;1
2013-07-02;0,9;1,1;1
2013-07-03;1,7;1,1;1
2013-07-04;0,9;1,1;1
2013-07-05;0,9;1,1;1
2013-07-06;1,5;1;1
2013-07-07;16,6;0,9;1
2013-07-08;1,6;0,8;0,3
2013-07-09;0,6;0,7;0,3
2013-07-10;0,5;0,7;0,3
2013-07-11;0,3;0,6;0,3
2013-07-12;0,4;0,6;0,3
2013-07-13;0,5;0,5;0,3
2013-07-14;0,3;0,5;0,3
2013-07-15;0,8;0,6;0,4
2013-07-16;0,5;0,6;0,4
2013-07-17;0,5;0,6;0,4
2013-07-18;0,8;0,6;0,4
2013-07-19;0,7;0,6;0,4
2013-07-20;0,3;0,5;0,4
2013-07-21;0,9;0,5;0,4
2013-07-22;0,3;0,5;0,4
2013-07-23;0,6;0,5;0,4
2013-07-24;0,6;0,5;0,4
2013-07-25;0,9;0,5;0,4
2013-07-26;0,2;0,5;0,4
2013-07-27;0,4;0,5;0,4
2013-07-28;0,2;0,5;0,4
2013-07-29;0,7;0,5;0,6
2013-07-30;0,5;0,5;0,6
2013-07-31;0,5;0,5;0,6
2013-08-01;0,4;0,5;0,6
2013-08-02;0,6;0,5;0,6
2013-08-03;0,3;0,5;0,6
2013-08-04;5,3;0,4;0,6
2013-08-05;0,4;0,4;1
2013-08-06;0,3;0,4;1
2013-08-07;0,6;0,4;1
2013-08-08;1,7;0,4;1
2013-08-09;0,4;0,5;1
2013-08-10;0,3;0,5;1
2013-08-11;0;0,5;1
2013-08-12;0,8;0,5;1
2013-08-13;0,3;0,4;1
2013-08-14;0,4;0,4;1
2013-08-15;26,8;0,4;1
2013-08-16;0,4;0,4;1
2013-08-17;0,1;0,4;1
2013-08-18;2,2;0,4;1
2013-08-19;0,5;0,4;0,4
2013-08-20;0,2;0,4;0,4
